name,bps_regency_id,bps_province_id
OGAN KOMERING ULU TIMUR,1609,16
OGAN KOMERING ULU TIMUR,1609,16
PENUKAL ABAB LEMATANG ILIR,1612,16
PENUKAL ABAB LEMATANG ILIR,1612,16
ASAHAN,1208,12
ASAHAN,1208,12
BATU BARA,1219,12
BATU BARA,1219,12
DAIRI,1210,12
DAIRI,1210,12
DELI SERDANG,1212,12
DELI SERDANG,1212,12
HUMBANG HASUNDUTAN,1215,12
HUMBANG HASUNDUTAN,1215,12
KARO,1211,12
KARO,1211,12
KOTA BINJAI,1276,12
KOTA BINJAI,1276,12
KOTA GUNUNGSITOLI,1278,12
KOTA GUNUNGSITOLI,1278,12
KOTA MEDAN,1275,12
KOTA MEDAN,1275,12
KOTA PADANGSIDIMPUAN,1277,12
KOTA PADANGSIDIMPUAN,1277,12
KOTA PEMATANGSIANTAR,1273,12
KOTA PEMATANGSIANTAR,1273,12
KOTA SIBOLGA,1271,12
KOTA SIBOLGA,1271,12
KOTA TANJUNG BALAI,1272,12
KOTA TANJUNG BALAI,1272,12
KOTA TEBING TINGGI,1274,12
KOTA TEBING TINGGI,1274,12
LABUHANBATU,1207,12
LABUHANBATU,1207,12
LABUHANBATU SELATAN,1222,12
LABUHANBATU SELATAN,1222,12
LABUHANBATU UTARA,1223,12
LABUHANBATU UTARA,1223,12
LANGKAT,1213,12
LANGKAT,1213,12
MANDAILING NATAL,1202,12
MANDAILING NATAL,1202,12
NIAS,1201,12
NIAS,1201,12
NIAS BARAT,1225,12
NIAS BARAT,1225,12
NIAS SELATAN,1214,12
NIAS SELATAN,1214,12
NIAS UTARA,1224,12
NIAS UTARA,1224,12
PADANG LAWAS,1221,12
PADANG LAWAS,1221,12
PADANG LAWAS UTARA,1220,12
PADANG LAWAS UTARA,1220,12
PAKPAK BHARAT,1216,12
PAKPAK BHARAT,1216,12
SAMOSIR,1217,12
SAMOSIR,1217,12
SERDANG BEDAGAI,1218,12
SERDANG BEDAGAI,1218,12
SIMALUNGUN,1209,12
SIMALUNGUN,1209,12
TAPANULI SELATAN,1203,12
TAPANULI SELATAN,1203,12
TAPANULI TENGAH,1204,12
TAPANULI TENGAH,1204,12
TAPANULI UTARA,1205,12
TAPANULI UTARA,1205,12
TOBA SAMOSIR,1206,12
TOBA SAMOSIR,1206,12
